X,Y
12442.560529305396,5773.11923217307
15493.954134592474,-66.82859914899353
14907.309515296147,8624.870833871026
15277.493766298776,5874.090330411307
14774.779599048006,5282.578799130639
17001.143714251957,4959.829956670683
15855.34812867308,10617.874999947968
16659.318022995736,1341.8532292739048
13884.082013792899,8651.57384312219
19125.701333772093,75.51160519824197
12969.820313999115,5353.085535428121
13534.485282841973,13633.82442822015
11442.775412502908,-899.7987302500719
15929.199271597265,438.92471190840456
15781.300322414618,-1047.8171243394172
13856.923188191027,5221.249644806712
16439.48472340929,8958.963388840088
17392.290429280616,4610.38903695815
17910.540201634365,5737.799541137634
14290.683981173075,4025.0880305666687
16512.16504121169,494.8203878001468
15075.083090165246,618.2161677364257
14477.316507966032,-1943.033435897768
13799.40100576386,3243.8576947370734
15195.099434920363,2039.9648706159628
14421.997024559938,261.9898995937143
10871.204682598433,3560.3874844454317
12005.024381313098,2961.511152354732
15895.795744084237,8569.683331185763
15702.148596828802,3374.63780299068
16518.20031168527,9740.742072276878
15087.349789033626,-2730.407434808954
17038.646464923724,-7091.40662757358
15377.643547839132,77.19978296475816
15583.630887517736,-1186.9415429237479
14420.348686999949,116.27887448628648
14243.192765488026,4194.084938205593
17476.244370183318,-2872.2785469188334
12248.196649257914,1823.253478716076
16888.956019213132,4365.646867999943
15050.756738220562,5272.683006470454
15136.574822756387,-856.9204141797026
10446.499224956082,13247.637439810323
15330.207616696734,-5499.252862090604
13859.932488186372,1396.512405122767
12316.54706377186,-4460.412783983175
17750.395911672716,5887.2005755228465
14292.321876538252,-184.86939513570212
14340.723057943058,6911.604397269718
14960.646282929229,2331.371769691326
16462.008823781664,3496.3602032786944
15425.338852780971,1306.5891143677752
16479.54003153869,-2026.8345522925083
14032.030481779437,0.7548823829551798
18059.0528059359,3888.8564987025115
12673.026528649782,611.4095403218976
20899.805693148348,7113.91025796386
14649.930041322064,1610.0062266361008
14875.226626043408,6766.680902589887
15350.771690755824,666.772449791407
14672.174541792347,1425.7293961629305
15833.471888496188,-2511.9116848625295
19675.801836332015,7261.512546237401
12090.049881219258,4320.937948325115
17528.769815724812,5373.307012479585
16240.475688200442,-2681.4102135336975
14400.333486510932,-7155.571202456002
15912.834647346996,261.41726411221987
16979.333430963536,7779.4215649778025
20042.453405806424,9813.98634985572
11108.135951155704,-3166.8083864529344
16388.575603063167,3754.8171889326136
13929.273914090574,-198.12941172122
16462.767905571716,-931.2832558633637
15590.386272857435,3561.2135693680943
17686.632616976716,10206.747339983447
17579.097305282972,6042.278236418032
19244.806108078235,2317.174214090104
16630.198913426968,2941.741455375165
15583.245906815637,9169.027074717098
15861.575002180989,-6532.803274168875
17875.954203480243,10684.720441219577
14362.796650735077,13168.486792039947
11837.238560619662,3438.198513085245
15201.030597710442,7950.346881316807
14616.347473664748,8769.67583987381
11359.196486980834,275.7625953093541
16553.536895639107,1108.1506099693827
14291.174350823609,6138.921893126583
16675.528577826903,-7664.12509201341
12993.03694219482,-3702.1186301234025
17804.069664445666,10161.265615534448
15685.843181580722,8372.800962838777
18124.636065934483,576.8698040831325
11308.745739455258,1322.382744965312
14305.20001999152,5838.784080388248
16973.247564121786,-3772.4994423362427
14176.766326454519,7484.133950747648
14805.085021771692,-5518.862955556881
18701.849087516726,5119.009886007015
16577.345164787497,533.1377974313526
14301.434456922141,3080.6460892526497
12900.36390050703,3280.250469629922
16247.433925790494,1800.4472244235972
15665.941525069193,-5861.894041851329
15238.969564045425,1914.7779727881937
13319.704235865109,8442.850009390773
12183.198145456729,-4926.0759816192085
15737.723877285604,5522.262292896012
12028.922278927605,5958.022480097629
15495.482115356499,5672.666215849931
16116.335172822208,12200.229555657561
17612.229099326607,7854.973632330073
13354.177652872397,7361.280939735691
15840.507623184241,1721.0619011270269
15085.560531071933,986.6839431328484
13036.569699507692,4520.214798873885
15671.213771779867,173.222991287746
11555.437744253511,1804.8015118812443
16177.387356719153,-3242.757336356537
13802.825432277572,-3886.2632024168256
18615.450301923625,16575.512288693986
12713.03422858818,3840.7235064887395
14382.068329378271,-1034.4139349690022
13852.228660689474,2175.783545968636
13961.424875742287,-585.3308462193239
15305.30101053971,7249.000385290623
13362.380456838724,5010.1085420183645
13243.856349449516,7711.554623656925
16848.778755251216,6140.0101641973015
15860.043321423684,3640.009519648097
13026.23466495003,671.1828958056439
12785.079915539809,7557.365084740257
13144.059101935049,2897.218340755967
13321.949205515173,3417.97032319707
13491.127411606894,2817.7096915580673
15929.826735831435,6636.274569737527
16093.199524842017,11669.9328919163
14881.660524074658,4693.822555474121
16930.9072049829,9716.197348679189
16609.234440653625,141.27764959912258
12459.014133150611,55.602538579989755
14849.18357702266,1977.8680422976724
14592.960516048859,823.7915091625615
15997.752832428167,556.7510387108042
16486.779277001115,920.4238520673537
12700.238622217466,5554.885818556044
16057.939991000136,4909.2761686744825
16338.755764492742,-1103.7919814141387
13528.168770966055,6722.3850776711015
17852.87893665389,5131.5967752516035
13999.520758306579,4405.134749836289
14512.254311728886,6796.205323455704
13362.433363097505,-1547.7678444679536
18505.464097693104,6175.643568691707
16359.66222552788,10007.628872358398
17084.93893582471,476.17633614110264
14302.241033465074,3304.319821367849
16907.325314306647,9352.156899879394
16330.504832090935,-1175.878758413854
15764.976660720953,2474.7371974197986
12954.881138135892,3833.87063157934
13409.924449161483,-1999.4103486233316
16583.21767363457,5677.532150148475
16127.459766956474,740.3247846074186
21107.893347105168,-9769.370130227024
12428.90155176125,10481.913282762618
16758.590376589553,3929.038418580198
16731.41703419267,1490.060671594168
11418.353592103198,7131.014503688498
13628.564508609776,-8029.7429813488225
11890.972287049206,-5391.26083058853
15567.23354001125,381.87897812019264
12865.170743736631,-4638.855959558716
12319.581937085617,12469.342914279088
13325.685796837979,7849.671172432297
14505.94330930227,9932.460542484001
14138.66914390959,3998.3291259216344
11735.928654705685,-1344.8526458903148
12813.710460482405,-1375.4357458253073
16442.927884927693,8813.246264295489
17872.486759669697,6297.8482761974965
16197.583713266265,-5636.30939928281
12650.160638616862,4541.416871651818
10739.59449579328,3056.6822704645974
16776.655022242492,1773.3454630261297
15070.162079164118,-4100.4852199353645
10115.49163420569,9006.86075195631
11096.3074747315,7071.005883125418
16233.303064254747,-486.8345077143831
15280.261527735709,645.5603825310936
10883.440125516981,1717.1114048378438
13098.97878353528,6215.775994107683
16083.028858867365,1965.216387819922
13777.18150116224,-1893.4459444465938
11964.07895605262,-884.1178987114872
13039.839420671904,-743.7560108840822
14773.762078876809,8010.61974942031
13149.71732137328,5862.621725581718
17120.901025044946,8237.050313185808
15216.079722469874,11168.641481533898
15541.304805607744,-396.80975118893946
15395.85607169933,6452.4715137831645
17960.85977615182,2783.2072277428483
14910.4291797371,-2054.539913258781
15270.699446823577,6526.7424582091835
12234.749530687512,-1598.8511022217965
14007.47490063157,2080.2143524836633
9495.325485460537,-6803.306609831512
11078.949920998506,5191.04357237505
14636.093120893689,4710.146466122601
13841.899678138907,9493.683685934011
16145.995692076027,-4220.455425344744
13825.96603165923,-2969.916528922274
14701.502125494246,5198.5184570849815
18229.874024985394,988.4967181585439
13783.118106069993,5233.124863657039
14925.773800611116,6459.838296242561
20871.205020641446,3078.0944528595383
12480.50888761964,2237.175383782745
20182.18161202599,1751.3702706085733
17262.508843207237,2154.4977363060984
18970.36328597583,-2141.8224110583087
14515.140831325809,-202.09963170776047
16347.26378305305,8777.351314991334
12629.806500979104,9238.812106245692
12997.132680824872,5526.0207595893
16351.119610422336,-3035.304249813286
16947.63379051006,5900.039655493605
18004.586283679044,2654.6072517151147
13544.31815805061,-2785.981710702011
14253.15153675196,9477.14782498239
14983.885200026385,2517.283032383915
12125.15157718186,1670.4834648011415
12600.665277064092,2850.466174183354
14767.590293044488,-9806.085854603964
15571.896278455606,753.0395820619435
15105.686625864564,5807.391127668819
14255.236976094307,8512.800156903108
15614.770069672957,6168.780963758687
12476.688034401128,16222.023752810883
16592.80948832122,-3184.4876584915996
15167.8729995762,-3017.222081778597
16552.050222821505,-10793.69798551028
14435.913206936746,2496.2089740312113
12340.453464868346,6622.581622212727
14808.467085366825,8814.447085638927
14102.263956087687,10842.563944051166
17011.492035340714,690.6027672240617
17520.817477842887,-2711.0792269995704
16087.51692775335,-1061.552902896815
14759.710910286662,3409.794426788714
16061.83248250735,-4913.907008986212
15188.705059794363,9203.235021348706
15315.635596322913,804.2448945651704
20257.016663230403,-1208.9989471518347
12409.211356197204,3910.19051465632
14373.304492555166,4625.889866220117
14215.398958083078,-9961.672967330791
14078.672838446313,-2597.8044017562247
15598.620275543273,-368.4889551426317
10716.239581528958,7142.8109892641805
18265.478831306264,17232.456887115273
12036.799784123077,7798.673760948497
14355.318123813118,14335.640619931155
12914.530237876506,5727.133148285373
15289.795855160623,4117.983594049994
12666.269582249002,-312.83725640925064
18549.114928935804,590.9405017984321
14493.033890473998,2332.8538602523436
15258.169634503029,-1379.335959255814
9795.786761757523,6766.024762205151
11463.815628528564,996.2442305355696
14458.318418317533,-1575.5827678461885
16668.3105408399,1086.2336737447342
13803.117245133082,9242.187841384326
19768.161083678435,5582.544775142946
17862.099110385774,947.4106142209158
14900.005949951588,8956.580316312184
15353.101183550678,9939.175016663079
15923.786429408907,3449.654216524553
15766.552072840364,-5358.357988041804
17037.03189229496,-4756.741850007339
14053.53881508254,2711.226029989872
14207.317512251566,6105.526167719227
10671.333827290395,2497.3445304438947
13516.960648569067,2105.453349543521
17987.337319530332,-1108.92225722918
17470.710016715377,2439.756756961926
13320.15551652406,4440.408831905494
12513.005659184171,9671.442888806028
15052.078209456127,-3067.0052815997146
13339.071351566967,2962.5230699191393
13106.158345878515,4764.046549311901
18200.8472516485,3145.1140717694575
14775.516736577682,-358.9789249908458
16477.602454267333,-2682.759534629213
18729.67439073275,3472.400256474172
12005.501882500466,9205.03039107631
17717.06097352454,1985.513135993339
17214.9743280293,-612.175032703317
15101.534998720133,-1068.8441542297953
13264.787534595227,7773.650028916881
14309.292550869764,-1038.7860186968733
14949.065165446686,865.8822323483305
11809.11806216733,-3562.3383413296233
11414.787169779862,2641.033624132058
14213.496230495986,-3185.305238995357
16338.218785650803,-6270.081173521468
15161.075991695632,0.5349096319574587
13609.76949268282,7453.026629568325
18582.000276222097,6051.599257063457
13359.486657497688,5461.674573223782
14263.59773326087,3983.982339104921
13753.016005811782,5505.888981556437
16594.789820311475,6777.875269222918
15419.161783657493,8138.1954929269195
16262.44140149144,3358.3721080079727
15193.359347327312,-20.363901568970945
14432.568833653877,2771.564239989474
17304.14627651301,1792.106552090124
9919.695672831636,-2208.6513120746727
16847.416544130418,-8758.854406923303
13279.019835934045,-2359.05711324045
17170.738394425483,-12349.870249201365
14646.362756893308,2404.187112851029
16187.788634932473,5340.098294371902
18923.92365691416,905.841724424954
15254.80582122708,-4295.446272725514
13427.44035123609,3932.8688804764492
14536.161720560343,2449.9186075946764
14365.987046189093,-7351.480850368795
13264.885647223204,-897.1766555502485
15295.386329302193,6265.284092266673
14335.720182910994,3287.2297072905385
14005.039778392575,2640.9980964059473
16374.504302693542,4064.075279876692
14962.951458752046,9.282859421918644
16436.626455662354,8026.284374359725
13370.905620858524,3954.486352790331
14141.290055190582,4518.359657325211
11905.738474607604,9826.660232229096
14333.13943093139,9838.499308350609
19083.796490766705,-8292.760086894814
14359.889218309116,1997.2907036496933
16253.448333970291,-2038.8403477329912
16885.577173834525,4271.813971340388
17603.54815214909,8601.52397031055
16772.05016091869,183.35514221104032
14979.003535504615,349.9507929127955
13822.954291869386,-2728.728709132771
14493.043891861795,7353.767658694971
12378.202553235185,-2700.111573360479
14036.201974210899,3159.880433568059
16394.789088776564,-2356.4636628657713
15841.75381372004,7083.687446555524
16308.61141650811,3410.3596330747573
17899.792307871576,5553.945110641208
19856.09731122045,4292.154366916861
13323.257676965319,5227.930376817025
13458.751734338843,-8125.05583278293
19855.22222336867,5377.866953639248
15655.634374943598,-1774.809355391061
15580.738179944918,1996.3707220146177
15901.620229026426,329.3569210186066
15450.052501088012,902.0610671015953
16078.129230551078,6107.279930330788
14091.968296337334,-92.26541220842532
17449.21091152161,9422.121299625614
15516.623362636501,10108.94662113576
15704.056742902174,1692.3197531459132
13593.264909412908,-2249.7880228675476
13626.522258494082,5723.6715485731875
15952.961258353695,5942.803105797056
16239.258248379327,5175.964979489747
17000.538952023504,416.1846968529116
15768.00478475884,8142.204218898847
14781.203743138309,2423.6486115227253
11409.567118162227,4935.6637308771515
20346.192675368897,1886.465486790927
14123.239241516512,8179.055427104393
15460.71555116571,1565.3396889877013
14605.226570459545,902.2255644004796
15317.94415016509,-1680.1898518611345
15316.07562480767,-9539.888537748106
18221.142415293347,6138.815693275031
16542.966011940312,5447.668712767705
11244.487672872863,888.3390353088939
14426.454354065108,3341.9875604151835
14520.029177230384,6574.31817718633
17496.026361455275,4715.799332810123
16650.272970944545,1441.8307652706228
15866.615824142093,2270.6995713120336
14063.769864228869,2347.5687140227424
16837.46496549791,-2396.525677965649
15521.84059812806,5019.674391684
15639.221376886942,-7592.097553267939
13271.45131049541,7883.846355714462
14127.888684589183,4522.677905955444
15373.76338217099,-473.55325839048214
14534.378637581405,4669.677698782402
15353.03334087113,13153.432417489885
14520.685788537054,2999.82312965519
12409.286616043053,461.7967945778574
19879.896540245212,-6676.439431814825
12047.999046015846,4672.550824409489
15138.158981213668,-4614.1489466324865
10459.288613113282,-1496.8389475364918
13533.616577087012,2808.5391375696836
13498.457712209472,8061.159994672247
14494.869650056326,1704.6766386694846
16748.806752098255,-3191.0568188341776
11744.276259895181,6507.582313720452
16093.806100941605,3144.0031381341946
12162.309129862639,7119.283257811541
15300.954867477176,6043.624217155336
12471.47057151167,20304.311303264458
5727.791921272276,22516.455199244265
600.4832607139456,10410.533812983573
13487.097613068057,15795.911862019932
11131.967059530378,11412.453774807174
11892.615819627326,18173.945407105435
6913.919770230449,14992.172558415936
7250.534351546429,15023.613609424987
13904.516632919349,19021.531762442963
13720.54111795716,25197.44744276098
15457.116121407185,17886.4101445016
12246.049630879841,13515.962184510452
2406.8294691507526,12960.635818536515
2943.7192500292895,21841.912880450716
17400.18539190958,19224.09324153835
6238.092138606704,19499.990784010577
12631.360675141823,25172.31070619552
-2873.2496720042745,23389.222444882056
3635.117562938522,18067.68660657976
22542.70073169749,22839.9871698963
-6064.855696972679,18753.72971752162
7619.009623983105,22896.893003075023
13796.89518410864,17628.905076123407
-4754.239551764915,23808.02429612129
-758.244804000964,21950.823747094808
11858.230068646917,20767.612224250726
8219.549379090935,20956.518070417336
10305.123318201395,18206.721362292825
12303.132309510127,15857.968803846867
4959.878570248704,18083.315149823517
4465.021208936923,23639.07569141604
23891.261222021072,24212.564123629298
1368.7584298119755,12804.935295163928
719.5130028389577,19226.860216351586
7905.240855279138,23008.286861341643
16433.549862411997,22456.459330074624
8046.618709538138,20444.27172663199
12479.92815774369,29019.217557667536
14115.991709180244,10189.407513990363
-6593.6716063791055,17015.677568246563
21830.482562968216,18376.534813503255
21067.109439299,19186.61131713792
-9465.929436128597,21596.75132794922
11061.755759476639,23469.341269713706
23584.839641163264,22313.792078307684
4061.361264400025,19297.69912703213
12832.808290388073,18063.02912461988
15481.987351689062,26975.533524590668
13221.31907042559,17218.617495954677
23198.608208799917,18915.365446509833
16096.388729119935,15112.132277985063
11511.564459068592,25983.496185363354
5288.264163807691,27645.148316347288
6971.649594550806,11573.373676037627
8531.532978110641,18585.410340608836
6355.524591303379,18684.074430850975
16681.543117377416,21977.34215435025
8397.19529521309,25223.142869266954
6961.98282754351,14041.227499514145
10087.979380524679,15528.358944808293
10452.712943432123,18861.507112880063
11819.787971964488,18649.418170363402
5452.614000373663,15317.844813232596
15963.135003154635,23582.138859199466
27623.42205090899,20611.100903698883
17357.684066865375,17704.465586312603
9026.719908847059,13998.229028143562
-3792.859695383624,23448.474499762848
-817.1630115808063,18197.182363622032
8832.836256552142,23835.286129665594
10813.935333141779,24075.14496539723
2976.231589382846,15188.167934121842
10014.070975078179,23236.084116123075
9342.874277929288,18678.511962407505
17166.96648128161,24730.620343887294
8689.288454770865,22340.219980639187
18873.621444274497,18845.52457927009
7498.1737778336,26069.351272748117
8836.740831010382,14321.549633350327
7772.1316745992835,21805.158122181492
17062.853814523438,20212.308090155795
1633.4343078302618,23675.903977903545
4349.801002326129,17798.94152143708
6671.456020340064,25565.50378525099
12454.937072660938,14595.481870467005
6135.109063316309,23530.229915395164
10903.492277806194,19962.48732326511
9068.078243806543,20648.718105597167
14810.214884671894,23122.036852900048
8156.651138130273,15054.125508869569
3307.6794925533554,22181.976594101565
10168.638648619575,15449.264409783053
13046.551760002045,19719.652851690702
-3944.1072148465228,17747.053604724686
16824.190316033553,20073.818625011067
23609.48360530017,17051.821145440237
9810.547502284784,23983.720401354934
7945.507579377875,28743.412839463646
12343.325212234304,20945.949464764642
14358.053159683763,21526.367386839538
14640.797500687244,27046.696140912685
16116.273091947665,23323.4086841802
18869.92491355466,18489.052225266707
8684.978590139035,20995.643241024176
6415.338894747603,19472.629430785484
19849.527293131316,28072.23180805837
-237.43486823251914,17527.37591244256
14692.683996437325,14596.487298543514
-3660.4592552294016,22413.763093364436
16424.359048770042,21452.53253995219
18282.392723636065,28786.815145940705
10004.440370882758,21944.122931441107
13225.659575979042,14858.287379287776
8753.77640227024,22737.44282662301
8786.8172863576,13896.890320992514
9577.456482355628,25278.459165579683
10661.747374031986,19461.950528672864
12022.02349683608,19892.260475711184
21113.478736513807,15769.583744799233
-819.1113394385349,11738.169110306142
15444.981439245543,18913.641183649393
7951.455267895144,23400.766964776954
16860.689228193613,18600.95424700394
15431.72463214453,18170.35064517636
8499.072414558634,18975.095438261462
4649.584642606325,23757.78758654531
-3546.190634696113,17729.047028673413
14692.66273986557,21181.90716804991
25107.912688088003,18747.46632552441
9146.730082681803,22936.45226056315
1026.8398315599431,19393.761676552673
16333.916665987137,18287.219213164703
19460.342451543685,15699.723018948964
5074.436046644273,17311.92117979087
14103.288608355253,24586.5469138211
19400.04942597427,25016.353069975794
4048.501968445581,17244.18559262352
18632.780095758502,10242.00806322751
29652.131298691944,23568.207339379973
9906.137033813702,26038.202902133948
12513.636861566443,21464.875158524395
-1726.8783453824874,24211.34538243324
18021.831724937856,27651.274051331966
19588.88384684786,22114.8634989814
14059.56323050255,17190.16029277807
3519.92668710431,26060.675632291375
5064.686597020707,21204.678181174844
21551.704943479373,11521.059466704017
4452.14171742461,19870.601047242235
13188.446558423098,20809.46399835425
5475.088187776009,23057.13647191014
12634.714370456357,2530.7718686588437
14888.822721974595,15447.705622774743
4637.875387492328,19439.26505469007
7762.025283369839,19119.208278413298
6550.133892268264,27516.7817749054
11398.33276984213,19388.654087619587
-4575.803688018718,19126.733143940033
11037.334930012226,25806.56281632287
5933.865135321081,21243.822928421334
14708.805074052158,20575.908876712736
-856.5974841937731,20190.076364483382
12973.97069660996,18413.8309308429
14502.625220069636,14897.381771517941
24670.364843677195,15252.383451226273
14672.59699936157,18063.860580469405
12974.956657386123,20121.36855272157
8873.892701121822,21704.616732126273
15970.851037858612,26035.90260649363
20223.61975636814,18588.84521747266
5311.065049628404,20722.100154884407
10767.793565833863,23707.034733455588
-2927.67460141288,21696.153367388517
13917.955267090292,17475.363523006843
9932.466531583674,20448.61950954686
22321.277427836587,22377.98252390356
26064.255824364987,26071.36067288544
14937.244063722314,24930.801153254757
17775.187583382136,15157.1252719502
21070.50165268979,6144.707006921882
9403.7979650423,15158.355564563291
-4186.7844873265785,18085.86016936792
20598.983347568326,20992.826202601635
17122.00784151383,21199.531893255364
10875.594278163711,17366.47607706097
19100.660996541694,17343.775533021748
4878.022355847801,25187.48219349783
18567.63912100707,23318.45026330334
-2839.6758555723773,18786.90739363209
-2.008595151926418,13485.760889566738
13277.727394866743,21354.0701806395
10084.60172928321,19103.447387955643
9857.88286705027,19866.67081903857
13147.885849776203,23076.87460471546
-7440.811487877544,24733.503671300245
7212.920636382384,24052.576545288328
13179.253833763763,19382.231539684613
7584.115141044303,23703.00293577602
4157.517875288051,22219.074199785715
9754.582030983685,19546.375457266862
11925.757777192746,21153.733611938736
12523.453421032764,13790.065084726919
735.1889758052229,20954.763555222955
17781.962167035,15788.850435158094
10271.037118092687,20210.930968000856
6399.771596224204,21892.9104225378
15071.263903123123,11157.328887335905
19466.58767569909,21366.584775168303
23577.971590397414,16152.43805462579
1926.3495367704004,21272.376324795732
1745.1003190668828,25938.992305584037
14915.677719888416,17587.49978879044
8415.260280906352,17717.688509822805
15116.259065734994,18172.737192193912
2305.674575024322,16674.34440232626
10444.945389818882,20473.516689609158
7857.0711778441055,16593.083971450582
23132.16335228632,21839.9931837932
-9456.13906855863,18441.989360499963
6110.016520945541,22636.892145918508
9549.471358296785,20023.51584116062
13492.587166883754,27877.861987652308
12766.501717810177,18484.286365338357
-4718.144931121207,20880.27031663347
5868.5342857028745,16496.346270323796
13925.657475719476,23817.9224426426
10244.722271286219,20588.981784039002
7734.476669269805,13707.94183679686
13312.506038818576,14271.234895359083
8784.586491987526,19859.329247352296
3459.6536737821552,17453.99598749918
1867.8457576204783,18929.60976675963
2616.5765898387294,25481.630114542288
26939.22327253236,23059.58114790486
7880.244964851379,10149.471237494934
13672.27850891966,22027.3372430672
4811.935820213199,17337.08747549815
7823.43230718809,19651.949283719445
11180.154153040397,23717.82252595801
2253.00678799471,18862.241096402024
24614.083426258043,20238.331338693497
10997.700523051179,24479.46452116625
10574.332238125231,11373.754926299272
24891.81537716932,11595.653025941547
11367.089955570578,19070.658232970243
-1854.5246250009634,17336.55215014694
11877.83148368489,9548.251822567334
3356.7598870384236,23303.73740485043
15154.710389026759,18098.86548544517
14445.492112160306,12190.569754735132
9426.823662091132,19994.00348485558
1809.5979008107024,16723.723320816804
5169.427791328652,17845.82334001965
5789.569350475317,13684.188525147101
8917.200758080691,18359.028351339894
8926.914877990841,11350.853137709784
5228.035090345279,16356.394793386084
10397.556871123099,20124.682035870133
15193.834491324295,16266.40941644568
17638.032955328177,23126.00959133633
17374.592597837636,14271.878666769653
11602.501045986626,18383.773964111842
-570.153721509301,27992.439566702215
13678.627514142894,23374.10802087797
-1050.5056965849678,23352.62929355021
12837.036270419681,25624.803754169232
18601.38770125047,21124.95661633201
21828.780441190356,26992.825159727057
13799.80702428108,21675.401168294575
17239.970048640615,22083.183909106505
12434.82694291224,16457.302785985
9873.992228130255,23894.941946232037
32796.30098629197,30078.27625472096
20605.227539664364,16601.263094288093
16563.177167536498,18445.536629551927
17210.97460418116,16778.72368620824
12376.127201178382,22170.655574971774
1454.8209348950033,18601.565523420802
7215.537477370375,13706.560855310849
7402.667980092051,21121.7950189442
6651.346387188258,21571.919498040148
7992.424140523364,25509.983591890104
15940.486950491659,20071.082830682677
5156.749146135647,15835.186116537994
16098.144360140152,25262.96340464611
14387.191582034591,17229.753539915862
12576.976962801702,23303.69858417242
3016.9390743428803,20171.002740641798
-7499.433912217937,19309.787406068353
14256.250949205447,18410.508515271482
12809.341286332061,22637.30040622449
9432.314690118827,19046.570987021136
5430.985483518677,24639.246320824663
129.4086125082126,21661.26657098388
10459.734586076434,21260.248150769297
7272.044603160069,22455.986759456417
11624.691992440501,22336.35688986726
13969.23712413646,16755.557905549616
13157.155743857045,17535.97617549393
14368.36583402437,18620.834445333217
8787.648423615463,16180.854749839214
14662.32873157608,23379.456016100434
15530.258236853386,22629.661301819913
5087.642291117663,18383.018250754572
5291.650713940114,12424.168070510748
34308.70976438418,19835.48107958975
12103.416139220553,26389.424732303563
11434.842512894324,16980.73664640827
4725.009743636426,13979.142907119478
2078.834572441021,20523.426742334592
9501.928856745031,16684.427036971836
11153.958669837928,20097.78698760512
5004.53168859917,18662.532389317665
11241.081302644845,21718.34044141896
14371.39374516904,18502.606221859183
24552.296451341175,22000.97388453993
15681.414183566274,21282.699790078143
8079.960473386672,25740.11035558465
25132.543172324116,24636.123870043517
6819.53194373122,12077.549791023277
-7068.9175401029215,23622.98686968053
6954.681947877086,14299.721052909683
5059.596875418707,18633.73524118865
-1565.3791590628377,29081.354231338006
612.7157439667158,14266.599923308653
398.4068573777156,15885.27042203098
15202.081112823786,20473.81183166458
2850.9323701411154,19740.413172786262
16925.23138776679,26317.20387349928
5321.099750041933,16836.583564974702
3073.255316559845,23790.233767611717
11410.443372593918,15995.233168078554
17815.215688571996,27806.807362242
13051.72433288209,19072.15183521805
24944.957824360226,22531.166412286682
25140.913770938885,5728.904132270771
15301.867762171247,16230.066715109393
17491.37372859293,27605.79617036681
-1181.0660472263903,13446.282030547607
29831.991326789637,20282.077203411078
16663.33015875148,11774.20891994701
12376.550376027059,25416.994752744053
11178.230339871234,13590.225129271355
12738.119866510022,20629.74205938734
-3573.9670971298306,34990.1613983109
13023.076871978456,15793.598700068876
21301.637472174712,26663.434063917106
16019.469886652087,19832.8679696497
9425.457484274351,20281.511770630845
13510.264402598474,19877.43447148195
13691.222106425354,18997.88034947937
6928.508182877849,16042.80294281377
20628.44145424072,14885.944704487676
13805.052102940257,19146.03217732408
